X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
4.799490,45.935210,6,0,0,0
4.812430,45.931150,6,0,0,0
4.822450,45.911880,6,0,0,0
4.823220,45.906200,6,0,0,0
4.873090,46.275610,6,0,0,0
4.880700,46.273490,6,0,0,0
4.892250,46.268280,6,0,0,0
4.903640,46.263230,6,0,0,0
4.910760,45.887970,6,0,0,0
4.916180,46.260310,6,0,0,0
4.919600,45.896880,6,0,0,0
4.935660,46.257130,6,0,0,0
4.938500,45.817250,6,0,0,0
4.941770,46.255400,6,0,0,0
4.949160,45.926390,6,0,0,0
4.953390,46.248210,6,0,0,0
4.954100,45.930270,6,0,0,0
4.957160,45.822920,6,0,0,0
4.961140,46.241910,6,0,0,0
4.965000,45.939670,6,0,0,0
4.965430,46.238430,6,0,0,0
4.968870,45.825610,6,0,0,0
4.970960,46.233940,6,0,0,0
4.973290,45.946750,6,0,0,0
4.976760,45.827320,6,0,0,0
4.976850,46.230080,6,0,0,0
4.977810,45.950610,6,0,0,0
4.984370,45.825320,6,0,0,0
4.986690,45.958130,6,0,0,0
4.987490,45.829630,6,0,0,0
5.006750,45.978350,6,0,0,0
5.010610,45.982410,6,0,0,0
5.012810,46.225640,6,0,0,0
5.016000,45.988800,6,0,0,0
5.024670,46.000930,6,0,0,0
5.027200,46.003380,6,0,0,0
5.032390,46.231480,6,0,0,0
5.039600,46.013490,6,0,0,0
5.052400,46.023810,6,0,0,0
5.060810,46.039180,6,0,0,0
5.066380,46.237390,6,0,0,0
5.068990,46.056450,6,0,0,0
5.072300,46.238070,6,0,0,0
5.078100,45.848670,6,0,0,0
5.083200,46.239350,6,0,0,0
5.096570,46.241400,6,0,0,0
5.101720,45.848580,6,0,0,0
5.108060,46.243690,6,0,0,0
5.110550,46.092850,6,0,0,0
5.117310,46.244880,6,0,0,0
5.123940,45.848870,6,0,0,0
5.126440,46.244510,6,0,0,0
5.133180,46.244200,6,0,0,0
5.136120,46.102890,6,0,0,0
5.147630,45.864510,6,0,0,0
5.156660,46.118480,6,0,0,0
5.159060,46.241950,6,0,0,0
5.162120,45.876690,6,0,0,0
5.166220,46.239340,6,0,0,0
5.168370,46.131090,6,0,0,0
5.170470,45.883640,6,0,0,0
5.175170,46.139230,6,0,0,0
5.180870,45.892330,6,0,0,0
5.193620,46.155980,6,0,0,0
5.202380,45.905100,6,0,0,0
5.205330,46.170840,6,0,0,0
5.211240,46.211320,6,0,0,0
5.211310,46.178340,6,0,0,0
5.213340,46.207550,6,0,0,0
5.213670,45.909460,6,0,0,0
5.214260,46.182120,6,0,0,0
5.216960,46.192000,6,0,0,0
5.224490,45.913510,6,0,0,0
5.225280,46.192380,6,0,0,0
5.230850,46.193190,6,0,0,0
5.233720,46.218650,6,0,0,0
5.246670,46.226050,6,0,0,0
5.250500,46.231550,6,0,0,0
5.260060,46.246050,6,0,0,0
5.264070,46.252190,6,0,0,0
5.266080,45.810900,6,0,0,0
5.267630,46.257460,6,0,0,0
5.271300,45.839820,6,0,0,0
5.275330,46.269120,6,0,0,0
5.279600,46.196310,6,0,0,0
5.280860,46.277590,6,0,0,0
5.288430,46.193820,6,0,0,0
5.289960,46.299940,6,0,0,0
5.291600,46.288920,6,0,0,0
5.305690,46.324050,6,0,0,0
5.306310,46.191170,6,0,0,0
5.311120,46.330540,6,0,0,0
5.311670,46.337000,6,0,0,0
5.319230,46.357040,6,0,0,0
5.319780,46.365920,6,0,0,0
5.321590,46.189700,6,0,0,0
5.322990,46.380500,6,0,0,0
5.324130,45.951310,6,0,0,0
5.329590,46.180620,6,0,0,0
5.329880,46.388070,6,0,0,0
5.338080,46.010920,6,0,0,0
5.339780,45.994910,6,0,0,0
5.341820,45.928980,6,0,0,0
5.346650,46.161790,6,0,0,0
5.347380,45.909340,6,0,0,0
5.376860,46.182340,6,0,0,0
