X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
2.222690,51.000700,7,27,0,0
2.487850,50.799960,7,27,2,49
3.939210,50.122910,7,27,2,51
3.237370,45.773030,7,27,2,115
2.481780,42.837820,7,27,2,167
2.501990,42.813660,7,27,2,8
5.565890,47.449750,7,27,2,181
5.759660,47.822220,7,27,2,170
0.168550,48.053770,7,27,1,19
0.549380,49.600540,7,27,2,178
0.746400,49.622060,7,27,2,128
1.096260,49.437170,7,27,2,9
2.569270,48.875470,7,27,2,28
-0.605930,46.717510,7,27,0,0
1.805190,43.852660,7,27,2,121
4.806670,43.953300,7,27,2,35
0.399150,46.153260,7,27,2,183
3.384030,47.972510,7,27,2,28
2.153420,48.694650,7,27,0,0
2.162450,48.695260,7,27,2,140
2.485730,48.867320,7,27,2,95
2.280810,49.148750,7,27,2,142
6.907210,43.862080,7,28,2,175
5.684580,43.449270,7,28,2,176
0.118150,45.628280,7,28,2,141
1.735840,45.274540,7,28,0,0
1.741670,45.271160,7,28,2,27
0.855870,45.089300,7,28,2,27
1.242540,48.452210,7,28,2,177
-3.965710,48.221170,7,28,2,122
4.217480,43.964720,7,28,0,0
1.086560,43.214040,7,28,0,0
4.029170,43.661500,7,28,2,174
0.515340,47.575990,7,28,0,0
0.628470,47.494850,7,28,0,0
5.422560,45.398070,7,28,2,94
6.501350,49.013170,7,28,2,149
7.246780,48.727360,7,28,2,171
7.261770,48.766590,7,28,0,0
2.432150,50.967000,7,28,0,0
2.532520,51.046280,7,28,2,159
0.846630,48.380930,7,28,2,99
7.829580,48.748080,7,28,2,155
4.718470,45.940620,7,28,2,56
4.861820,45.760510,7,28,2,181
4.012690,46.247250,7,28,2,30
4.899040,46.599440,7,28,2,68
-0.076120,48.173880,7,28,2,23
0.198790,47.993650,7,28,2,23
1.079000,49.568410,7,28,2,101
2.194430,48.915980,7,28,2,34
6.059950,43.237290,7,28,0,0
6.193800,43.298820,7,28,2,170
4.805400,43.951960,7,28,2,108
4.816070,43.952540,7,28,1,112
